caseid	ideol7b	presvote	retecon	white	female	age	educ1_7	income	partyid	bushiraq	exptrnout2
1007.0	4.0	0	-0.5	1.0	0	49.0	7.0	21.0	2.0	0.33333334	1
1012.0	4.0	1	0.5	1.0	1	43.0	5.0	19.0	6.0	1.0	1
1013.0	5.0	1	0.5	1.0	1	51.0	6.0	21.0	6.0	0.33333334	1
1017.0	5.0	1	0.0	1.0	1	50.0	5.0	21.0	5.0	0.6666667	1
1020.0	4.0	0	0.0	0.0	1	38.0	7.0	21.0	2.0	0.0	1
1021.0	6.0	1	1.0	1.0	0	24.0	4.0	18.0	5.0	1.0	1
1023.0	5.0	1	-0.5	1.0	0	51.0	4.0	20.0	5.0	0.6666667	1
1026.0	4.0	1	0.5	0.0	1	56.0	6.0	16.0	3.0	0.0	1
1030.0	6.0	0	-1.0	0.0	0	45.0	3.0	9.0	0.0	0.0	1
1031.0	2.0	0	0.5	1.0	0	64.0	7.0	17.0	0.0	0.0	1
1033.0	2.0	0	-0.5	1.0	0	33.0	5.0	4.0	2.0	0.0	1
1034.0	4.0	0	-0.5	1.0	1	34.0	3.0	4.0	1.0	0.0	1
1036.0	4.0	0	0.0	1.0	0	31.0	6.0	22.0	2.0	0.0	1
1039.0	6.0	1	0.5	1.0	0	59.0	6.0	23.0	6.0	1.0	1
1040.0	5.0	1	-1.0	1.0	1	54.0	4.0	18.0	4.0	0.6666667	1
1049.0	6.0	1	0.5	1.0	1	67.0	3.0	20.0	6.0	1.0	1
1050.0	3.0	0	0.0	0.0	1	52.0	7.0	20.0	2.0	0.0	1
1054.0	5.0	1	-0.5	1.0	1	57.0	3.0	15.0	5.0	0.6666667	1
1058.0	4.0	1	1.0	1.0	0	56.0	6.0	13.0	6.0	1.0	1
1059.0	5.0	1	0.0	1.0	0	53.0	7.0	23.0	4.0	0.33333334	1
1064.0	4.0	0	-1.0	0.0	0	51.0	3.0	11.0	0.0	0.0	1
1073.0	6.0	1	-1.0	1.0	1	51.0	4.0	7.0	5.0	0.6666667	1
1074.0	4.0	1	-0.5	1.0	1	25.0	3.0	8.0	4.0	0.0	1
1086.0	6.0	0	-0.5	1.0	1	82.0	1.0	13.0	0.0	0.0	1
1087.0	5.0	0	-0.5	1.0	1	66.0	3.0	10.0	3.0	0.0	1
1089.0	2.0	0	-0.5	1.0	0	68.0	7.0	15.0	0.0	0.0	1
1090.0	4.0	1	0.5	1.0	0	55.0	3.0	17.0	5.0	1.0	1
1091.0	5.0	1	0.0	1.0	1	31.0	6.0	18.0	5.0	0.0	1
1093.0	6.0	1	0.5	1.0	1	36.0	6.0	13.0	5.0	0.6666667	1
1095.0	4.0	1	0.5	1.0	1	25.0	7.0	21.0	5.0	0.6666667	1
1104.0	4.0	1	-0.5	1.0	1	34.0	4.0	18.0	5.0	0.6666667	1
1109.0	4.0	0	-1.0	1.0	0	23.0	5.0	7.0	2.0	0.0	1
1111.0	4.0	1	0.0	1.0	1	30.0	4.0	17.0	5.0	1.0	1
1112.0	4.0	0	-0.5	0.0	0	35.0	6.0	17.0	1.0	0.0	1
1122.0	1.0	0	-1.0	1.0	1	29.0	7.0	16.0	2.0	0.0	1
1124.0	4.0	0	-0.5	0.0	1	33.0	6.0	17.0	1.0	0.0	1
1128.0	5.0	1	0.0	1.0	1	54.0	4.0	19.0	6.0	1.0	1
1131.0	6.0	1	0.5	1.0	1	51.0	3.0	18.0	5.0	1.0	1
1136.0	4.0	1	0.5	0.0	1	36.0	7.0	23.0	4.0	0.33333334	1
1143.0	3.0	1	0.5	1.0	1	63.0	6.0	15.0	4.0	0.6666667	1
1147.0	4.0	0	-1.0	1.0	1	63.0	3.0	15.0	0.0	0.0	1
1148.0	4.0	0	0.5	1.0	0	49.0	3.0	20.0	2.0	0.0	1
1149.0	6.0	1	0.5	1.0	0	25.0	4.0	12.0	5.0	1.0	1
1155.0	6.0	0	-1.0	1.0	1	58.0	4.0	18.0	4.0	0.0	1
1157.0	7.0	1	0.5	1.0	0	61.0	4.0	23.0	6.0	1.0	1
1162.0	4.0	0	-0.5	1.0	0	70.0	4.0	11.0	3.0	0.0	1
1163.0	4.0	1	-1.0	1.0	0	39.0	3.0	21.0	3.0	0.0	1
1167.0	5.0	1	-0.5	1.0	0	56.0	7.0	23.0	5.0	0.6666667	1
1171.0	6.0	1	0.5	1.0	0	33.0	3.0	19.0	6.0	1.0	1
1174.0	6.0	1	0.0	0.0	0	49.0	4.0	20.0	4.0	1.0	1
1175.0	2.0	0	-1.0	1.0	1	46.0	4.0	2.0	0.0	0.0	1
1177.0	5.0	1	0.5	1.0	0	59.0	6.0	22.0	6.0	1.0	1
1183.0	7.0	1	0.0	1.0	1	49.0	4.0	21.0	6.0	0.6666667	1
1188.0	2.0	0	-1.0	1.0	0	24.0	6.0	12.0	1.0	0.0	1
1189.0	5.0	1	0.0	1.0	0	50.0	7.0	18.0	5.0	0.6666667	1
1191.0	4.0	0	0.5	1.0	1	63.0	7.0	11.0	2.0	0.0	1
1193.0	4.0	0	0.0	0.0	1	44.0	4.0	2.0	2.0	0.0	1
1194.0	6.0	1	-0.5	1.0	1	65.0	6.0	14.0	3.0	1.0	1
1199.0	4.0	1	0.0	1.0	0	42.0	4.0	14.0	4.0	1.0	1
1200.0	3.0	0	-0.5	0.0	0	26.0	6.0	18.0	1.0	0.0	1
1201.0	4.0	1	0.5	1.0	0	44.0	3.0	20.0	3.0	0.0	1
1207.0	4.0	0	0.5	1.0	0	42.0	7.0	21.0	2.0	0.0	1
1208.0	3.0	0	0.0	0.0	0	50.0	6.0	23.0	2.0	0.0	1
1209.0	4.0	1	-0.5	1.0	1	24.0	3.0	6.0	5.0	1.0	1
1211.0	6.0	1	0.0	1.0	0	66.0	6.0	18.0	6.0	1.0	1
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
